record_type,name,summary,definitive_status,status_confidence,user_problem,target_users,user_facing_behavior,functional_coverage,scope_boundaries,code_evidence,test_evidence,documentation_evidence,routes_components_services,data_and_schemas,flags_and_configuration,dependencies_and_integrations,known_limitations,related_features,related_explored_ideas,historical_names_or_aliases,runtime_status,runtime_evidence,last_verified_commit,last_verified_date
"idea","Spaced repetition/FSRS review","Spaced repetition/FSRS review is a planned non-current capability; it must not be presented as available behavior.","Planned","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Spaced repetition/FSRS review. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Quality Review inbox only. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No scheduling/queue/streak/retention behavior.","Not implemented at the verified baseline. No scheduling/queue/streak/retention behavior. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Quality Review inbox only. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap; no current service code; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Quality Review inbox only.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","No scheduling/queue/streak/retention behavior","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap; no current service code.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Flow and proactive suggestions","Flow and proactive suggestions is a planned non-current capability; it must not be presented as available behavior.","Planned","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially improve how the owner discovers, scopes, explains, or connects knowledge beyond current search and Related behavior.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Enrichment/retrieval substrate. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No proactive Catch-up/Learn/Discover flows.","Not implemented at the verified baseline. No proactive Catch-up/Learn/Discover flows. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Enrichment/retrieval substrate. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Enrichment/retrieval substrate.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","No proactive Catch-up/Learn/Discover flows","Library; Capture; Organization; Retrieval","Evidence Scan, Connection Map, generated pages/clusters, proactive flows, and current Search/Ask/Related capabilities.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Augmented Browsing overlays","Augmented Browsing overlays is a planned non-current capability; it must not be presented as available behavior.","Planned","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially capture or use source types and browser context that the current ingestion contract does not fully support.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Capture extension exists. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No page-overlay/highlight experience.","Not implemented at the verified baseline. No page-overlay/highlight experience. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Capture extension exists. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap AUG lanes; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Capture extension exists.","No current flag or configuration activates the complete idea.","Would require format/source adapters, validation, provenance, quality/repair behavior, tests, and operational dependency review.","No page-overlay/highlight experience","Library; Capture; Organization; Retrieval","Capture adapters, Reading Studio, repair/quality review, provenance, enrichment, and search.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap AUG lanes.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Fully offline Android library","Fully offline Android library is a planned non-current capability; it must not be presented as available behavior.","Planned","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially change client or model deployment beyond the current hosted web service and private Capacitor Android client.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Fallback shell and visited-content cache. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No complete local library, offline capture queue, or sync.","Not implemented at the verified baseline. No complete local library, offline capture queue, or sync. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Fallback shell and visited-content cache. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","offline docs/current code; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Fallback shell and visited-content cache.","No current flag or configuration activates the complete idea.","Would require local persistence, queue/conflict/sync policy, client security, and recovery semantics not present today.","No complete local library, offline capture queue, or sync","Quality/Review/Repair; Enrichment; Search/Ask; clients/integrations","Fully offline library, Android outbox/inbox, native-client replacement, iOS, and current honest offline fallback.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: offline docs/current code.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Podcast, EPUB, DOCX/RTF/ODT ingestion","Podcast, EPUB, DOCX/RTF/ODT ingestion is a planned non-current capability; it must not be presented as available behavior.","Planned","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially capture or use source types and browser context that the current ingestion contract does not fully support.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Some enum/type substrate. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No complete routes/services/UI.","Not implemented at the verified baseline. No complete routes/services/UI. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Some enum/type substrate. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap and current source scan; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Some enum/type substrate.","No current flag or configuration activates the complete idea.","Would require format/source adapters, validation, provenance, quality/repair behavior, tests, and operational dependency review.","No complete routes/services/UI","Library; Capture; Organization; Retrieval","Capture adapters, Reading Studio, repair/quality review, provenance, enrichment, and search.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap and current source scan.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Obsidian synchronization","Obsidian synchronization is a planned non-current capability; it must not be presented as available behavior.","Planned","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Obsidian synchronization. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Markdown export only. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No import, identity, conflict, or sync path.","Not implemented at the verified baseline. No import, identity, conflict, or sync path. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Markdown export only. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Markdown export only.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","No import, identity, conflict, or sync path","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Structured Calm Green design","Structured Calm Green design is a planned non-current capability; it must not be presented as available behavior.","Planned","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Structured Calm Green design. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Alternative design document. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Current UI remains Prism Memory.","Not implemented at the verified baseline. Current UI remains Prism Memory. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Alternative design document. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","design docs/current styles; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Alternative design document.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","Current UI remains Prism Memory","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: design docs/current styles.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Rich note history/diff and editor tools","Rich note history/diff and editor tools is a explored non-current capability; it must not be presented as available behavior.","Explored","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially deepen reading, annotation, or writing workflows around captured sources without weakening source provenance or note privacy.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Revisions and Markdown editor exist. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Diff/labels/find/outline/slash tools remain brainstorm concepts.","Not implemented at the verified baseline. Diff/labels/find/outline/slash tools remain brainstorm concepts. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Revisions and Markdown editor exist. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","F08 brainstorm; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Revisions and Markdown editor exist.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current notes substrate and its test/operational boundaries.","Diff/labels/find/outline/slash tools remain brainstorm concepts","Item detail; Search/Ask/Related; Provider consent; Focus","Reading Studio, attached notes, source provenance, Evidence Scan, backlinks/synthesis, and export ideas.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: F08 brainstorm.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Note-aware search explanations and source policies","Note-aware search explanations and source policies is a explored non-current capability; it must not be presented as available behavior.","Explored","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially deepen reading, annotation, or writing workflows around captured sources without weakening source provenance or note privacy.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Exact/semantic search and note consent exist. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No provenance filter/explanation or original-only/note-only Ask control.","Not implemented at the verified baseline. No provenance filter/explanation or original-only/note-only Ask control. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Exact/semantic search and note consent exist. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","F08 brainstorm; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Exact/semantic search and note consent exist.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current retrieval substrate and its test/operational boundaries.","No provenance filter/explanation or original-only/note-only Ask control","Chunking/embeddings; Notes AI eligibility; Chat; Organization scopes","Reading Studio, attached notes, source provenance, Evidence Scan, backlinks/synthesis, and export ideas.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: F08 brainstorm.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Highlights, annotations, backlinks, synthesis, learning","Highlights, annotations, backlinks, synthesis, learning is a explored non-current capability; it must not be presented as available behavior.","Explored","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially deepen reading, annotation, or writing workflows around captured sources without weakening source provenance or note privacy.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Source/notes/related substrate. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No committed product implementation.","Not implemented at the verified baseline. No committed product implementation. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Source/notes/related substrate. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","F08 brainstorm; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Source/notes/related substrate.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","No committed product implementation","Library; Capture; Organization; Retrieval","Reading Studio, attached notes, source provenance, Evidence Scan, backlinks/synthesis, and export ideas.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: F08 brainstorm.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Multi-project/multi-vault workspace","Multi-project/multi-vault workspace is a deferred non-current capability; it must not be presented as available behavior.","Deferred","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Multi-project/multi-vault workspace. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Single store only. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Council intentionally postponed.","Not implemented at the verified baseline. Council intentionally postponed. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Single store only. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","Council tracker RN-F01; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Single store only.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","Council intentionally postponed","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: Council tracker RN-F01.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Full writing IDE/block editor","Full writing IDE/block editor is a deferred non-current capability; it must not be presented as available behavior.","Deferred","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially deepen reading, annotation, or writing workflows around captured sources without weakening source provenance or note privacy.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Markdown note editor. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Immediate product model rejects expanded IDE scope.","Not implemented at the verified baseline. Immediate product model rejects expanded IDE scope. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Markdown note editor. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","tracker RN-F05; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Markdown note editor.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","Immediate product model rejects expanded IDE scope","Library; Capture; Organization; Retrieval","Reading Studio, attached notes, source provenance, Evidence Scan, backlinks/synthesis, and export ideas.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: tracker RN-F05.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Neo4j export","Neo4j export is a deferred non-current capability; it must not be presented as available behavior.","Deferred","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Neo4j export. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: No current exporter. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Postponed.","Not implemented at the verified baseline. Postponed. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: No current exporter. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","tracker RN-F09; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: No current exporter.","No current flag or configuration activates the complete idea.","Would require an approved edge model, rebuild/consistency policy, accessible non-graph view, and possibly an external graph store/export contract.","Postponed","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: tracker RN-F09.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Matrix extraction","Matrix extraction is a deferred non-current capability; it must not be presented as available behavior.","Deferred","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially improve how the owner discovers, scopes, explains, or connects knowledge beyond current search and Related behavior.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: No product flow. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: More research required.","Not implemented at the verified baseline. More research required. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: No product flow. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","tracker RN-F12; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: No product flow.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","More research required","Library; Capture; Organization; Retrieval","Evidence Scan, Connection Map, generated pages/clusters, proactive flows, and current Search/Ask/Related capabilities.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: tracker RN-F12.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Existing Markdown/Obsidian vault adoption","Existing Markdown/Obsidian vault adoption is a deferred non-current capability; it must not be presented as available behavior.","Deferred","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potential opportunity described by the cited source: Existing Markdown/Obsidian vault adoption. The source does not establish a committed implementation problem statement.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Export only. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Identity/non-mutation proof missing.","Not implemented at the verified baseline. Identity/non-mutation proof missing. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Export only. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","tracker RN-F14; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Export only.","No current flag or configuration activates the complete idea.","Would require an approved product/architecture contract plus the current product substrate and its test/operational boundaries.","Identity/non-mutation proof missing","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: tracker RN-F14.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","OCR and additional social/email/reader capture","OCR and additional social/email/reader capture is a deferred non-current capability; it must not be presented as available behavior.","Deferred","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially capture or use source types and browser context that the current ingestion contract does not fully support.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Current capture pipeline. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No implemented adapters.","Not implemented at the verified baseline. No implemented adapters. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Current capture pipeline. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap deferred rows; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Current capture pipeline.","No current flag or configuration activates the complete idea.","Would require format/source adapters, validation, provenance, quality/repair behavior, tests, and operational dependency review.","No implemented adapters","Quality/Review/Repair; Enrichment; Search/Ask; clients/integrations","Capture adapters, Reading Studio, repair/quality review, provenance, enrichment, and search.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap deferred rows.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Public share links, Notion, Slack","Public share links, Notion, Slack is a deferred non-current capability; it must not be presented as available behavior.","Deferred","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially change trust, identity, sharing, or service boundaries that are deliberately narrow in the current product.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: No sharing/integration surface. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Outside current private-owner scope.","Not implemented at the verified baseline. Outside current private-owner scope. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: No sharing/integration surface. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap integrations; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: No sharing/integration surface.","No current flag or configuration activates the complete idea.","Would require identity/authorization, privacy, tenancy or sharing policy, abuse/failure handling, and new external-service contracts.","Outside current private-owner scope","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap integrations.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Multi-user/family/team support","Multi-user/family/team support is a deferred non-current capability; it must not be presented as available behavior.","Deferred","High; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially change trust, identity, sharing, or service boundaries that are deliberately narrow in the current product.","Potential multi-person users; the current product supports one private owner only","No current end-to-end user journey. Adjacent behavior: Single-owner model. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: Outside current architecture.","Not implemented at the verified baseline. Outside current architecture. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Single-owner model. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap FUT-3; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Single-owner model.","No current flag or configuration activates the complete idea.","Would require identity/authorization, privacy, tenancy or sharing policy, abuse/failure handling, and new external-service contracts.","Outside current architecture","Library; Capture; Organization; Retrieval","See Ideas and Exploration Catalog; related current domain: product.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap FUT-3.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
"idea","Native Kotlin replacement and iOS","Native Kotlin replacement and iOS is a deferred non-current capability; it must not be presented as available behavior.","Deferred","Medium; confidence applies to the classification and absence at the verified baseline, not to an unapproved future design.","Potentially change client or model deployment beyond the current hosted web service and private Capacitor Android client.","The single AI Brain owner and maintainers evaluating a future capability","No current end-to-end user journey. Adjacent behavior: Capacitor Android only. If reconsidered, the exact interaction must be specified before implementation.","No committed feature coverage. The known missing contract is: No native replacement/iOS code.","Not implemented at the verified baseline. No native replacement/iOS code. No additional recommendation is inferred beyond the cited source.","Current-main adjacent substrate only: Capacitor Android only. No code evidence establishes the complete idea.","No current end-to-end test for the complete idea; current-main source/test inspection supports the non-current classification.","roadmap FUT-4/FUT-5; Ideas-and-Exploration-Catalog; relevant dated Feature Council or roadmap source where named.","No dedicated current route/component/service for the complete idea; inspect the adjacent substrate named in code_evidence before planning.","No committed idea-specific persistence contract. Adjacent current state: Capacitor Android only.","No current flag or configuration activates the complete idea.","Would require a separately supported native client stack, release/signing path, API parity, accessibility, and device QA.","No native replacement/iOS code","Library; Capture; Organization; Retrieval","Fully offline library, Android outbox/inbox, native-client replacement, iOS, and current honest offline fallback.","No additional alias confirmed beyond the inventory name and cited source terminology.","Not deployed","No runtime proof for the complete idea; classification evidence: roadmap FUT-4/FUT-5.","23868faf13c8e3d0821715e6f5d0e3d2af1e1a34","2026-07-11"
